Date,textblob1,textblob_follow1,textblob_impact1,twinword1,vader1,vader2,vader3,vader4,vader5,vader_follow1,vader_impact1
2017-03-17,-0.04777362633238051,-17.958196861237433,34.730245302066606,0.18554551600000002,4889,0.16517214154223886,0.07755962364491778,0.013737983227653863,0.9087128247085288,4660.962537471886,100.15328952751136
2017-03-18,0.18636922386090216,-1599.0169799738458,296.6748194237163,0.190906181,2742,0.2298436907366905,0.09835485047410612,0.015218818380743994,0.8864296134208696,532.3039799416481,303.0839647702425
2017-03-19,0.1028513952189946,-389.1742177984878,60.647927159826935,0.11276676699999999,6039,0.1707106971352852,0.08275707898658312,0.013252359662195646,0.9039912237125204,290.40945984434484,173.40243210796586
2017-03-20,0.10830601469458333,999.1097324638107,47.275934767236535,0.13172187,2981,0.174460483059379,0.08743005702784326,0.013456558201945657,0.8991137202281092,3614.1874152297933,112.88744223414896
2017-03-21,0.10587728914099513,685.5668481818109,11.30027332414559,0.133489504,2109,0.12606367946894298,0.06955808440018968,0.017881460407776214,0.9125609293504042,2427.7709213845433,32.607487482219035
2017-03-22,0.1130493037048541,899.6751889484594,12.237375952028634,0.146812483,1652,0.10531549636803904,0.0621029055690072,0.014552663438256657,0.9233420096852292,510.1676026029058,46.26368855932209
2017-03-23,0.06268004087687645,-68.07812648337136,16.659947873293177,0.052851592,2062,0.048247138700291015,0.04248981571290005,0.018320562560620757,0.9391920465567414,-41.37313773035872,17.642129388942756
2017-03-24,0.0334170185662099,61.59732891528486,32.258026411379234,0.255527599,3696,0.4086160173160101,0.14167992424241907,0.007498106060606061,0.8508222402597285,1982.1302977543342,1823.122911201264
2017-03-25,0.04862789975564608,3021.662706892804,37.986009455423975,0.158600452,2394,0.2479176274018372,0.09238471177944932,0.006815789473684212,0.9007999164578058,4412.952662364247,652.5860228487946
2017-03-26,0.08771201100670357,3387.852439324461,-45.86103610929763,0.17845447600000003,1575,0.2082768888888896,0.1072107936507938,0.016114920634920645,0.8766723809523801,4311.807838158724,353.36411403174685
2017-03-27,0.06965798566095607,2536.999249158625,510.52835053994386,0.196023029,2520,0.19146003968253916,0.09043452380952396,0.014306746031746025,0.8952567460317455,12696.257681626987,616.2370632936502
2017-03-28,0.08079177007240303,5718.911366310581,-10.493467663750435,0.1531425,2092,0.17412117590822174,0.08623804971319311,0.014779636711281074,0.898984225621417,9908.663628824086,131.35447777246688
2017-03-29,0.0466646579670864,2300.2603374552195,32.978630946186534,0.188146602,2560,0.15533749999999838,0.07058984375000041,0.011542578124999993,0.9178675781249866,4695.1792411328115,124.82058527343634
2017-03-30,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-31,0.18354090417062754,934.0261744497938,679.30244705474,0.172811145,5634,0.34063416755415016,0.11592350017749653,0.0034629037983670576,0.8806135960241702,700.9422179091237,1384.6968843450788
2017-04-01,0.004048150102709555,294.1018053813248,-135.20523427984085,0.091711555,4242,0.26201303630363404,0.08681636020744726,0.005230551626591229,0.9079533239038442,471.89418788307336,693.2741454502511
2017-04-02,0.053370734553798066,272.04650919440195,-9.960794822026092,0.118448386,1620,0.17510197530864152,0.07443395061728363,0.01280246913580247,0.9127654320987656,498.8016530864193,259.9641650000014
2017-04-03,0.0915129654262609,2283.260574440352,25.375244218921512,0.18907720100000003,3082,0.2359079169370548,0.12586015574302295,0.01881765087605444,0.8553215444516603,9963.271689065545,111.59173799481064
2017-04-04,0.0805390443753864,6404.240540416253,52.091866029219474,0.085953216,3147,0.07668296790594234,0.05725738798856051,0.02127105179536061,0.9214737845567208,4876.632568732121,-23.218931299650393
2017-04-05,0.09817815256479596,2230.746527869813,-0.7511642513458241,0.12777888699999998,1755,0.0788158404558401,0.057977777777777725,0.019790883190883155,0.9222301994302028,2179.074971680913,6.309105811965827
2017-04-06,0.08600032492599033,1456.826188912995,3.558092842187345,0.30500943199999997,2745,0.11941446265938062,0.05734681238615661,0.006910382513661203,0.9357453551912522,837.0266461566472,15.706531912568336
2017-04-07,0.12829459281702496,2364.930257981889,94.8601262825825,0.230134487,1407,0.21599076048329746,0.13243923240938146,0.01806609808102344,0.8494946695095925,2672.976611158489,379.86668699360433
2017-04-08,0.14886104963516653,280.9281839499224,15.439082756828105,0.227705231,1997,0.2787186780170269,0.1540390585878818,0.013349023535302948,0.8326144216324506,471.24658037055616,230.96082969454258
2017-04-09,0.17187821206592574,816.4006957222197,106.5620806681137,0.188643495,1859,0.2586894029047888,0.14247606239913993,0.015297471759010209,0.8422291554599252,709.6883841312542,1635.0408010220535
2017-04-10,0.12118453951691165,1467.4939930190033,18.507642744584068,0.183342265,1994,0.1651137913741227,0.10771364092276824,0.01981143430290877,0.8724528585757284,2442.1580889668994,101.50302703109348
2017-04-11,0.12732157140741635,2048.912707415113,19.697326959899595,0.179661557,2152,0.16223159851301142,0.09520120817843887,0.0145525092936803,0.8902467472118956,656.7470684479553,-5.9267968866172485
2017-04-12,0.1349909373389842,562.1207370128702,45.36142032131853,0.173326345,2472,0.15514526699029174,0.09662823624595462,0.024135922330097075,0.879237459546923,4783.825704126212,80.76101193365741
2017-04-13,0.12641372731924633,2219.762314267738,33.23605833791248,0.183671153,2282,0.15664193689745884,0.09653812445223484,0.017188869412795797,0.8862808939526731,4267.822820683606,74.59558672217344
2017-04-14,0.14076399254505226,388.7019919232086,-19.224120963997684,0.20696919800000002,1461,0.16438740588637885,0.09920396988364118,0.01944079397672826,0.8813655030800833,334.9739852156055,30.168739630389997
2017-04-15,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-17,0.15849160474181048,314.38985401447485,170.23284321352253,0.198733319,760,0.18519565789473666,0.10205131578947386,0.02330263157894737,0.8746421052631579,695.2336759210525,287.18564815789483
2017-04-18,0.12994055503490345,517.5510378339633,23.83805232064023,0.1850976,1671,0.11704943147815665,0.06677318970676256,0.016467983243566728,0.9167618192698976,-2929.634690424892,29.81182483542795
2017-04-19,0.21445602822152135,502.87774589975,632.9711854785712,0.08692709,5327,0.34674719354234285,0.14401745823165255,0.022064201238971282,0.83391758963768,4859.704219579508,1033.9700641824677
2017-04-20,0.3920284480467812,1480.2166371308747,1064.5445819068086,0.310801754,5433,0.40342771949198,0.1441575556782684,0.0058954537088164935,0.8499484630959194,2530.135967218848,995.1870756672045
2017-04-21,0.1840203976290346,310.445453549312,192.05678941496643,0.208374005,1931,0.1633976696012431,0.07737752459865352,0.01185706887622993,0.910765406525119,342.2782014500257,179.35226680476399
2017-04-22,0.11233651307546537,109.12170488281122,46.884487956347954,0.17810284899999998,1618,0.12494857849196543,0.06564709517923364,0.011270086526576023,0.9230834363411609,206.8244481458588,63.72238918417786
2017-04-23,0.12313118535231715,270.3806408327227,40.52385549978757,0.15337779099999999,1135,0.08369788546255508,0.05775770925110126,0.01937973568281938,0.9228678414096924,98.9980266960353,49.70226114537444
2017-04-24,0.18448293513754413,3717.4058558173792,126.57478858281763,0.23059711100000002,2095,0.22894429594271926,0.12142768496420005,0.008509785202863964,0.8700649164677758,1124.7575321718352,218.7002314558469
2017-04-25,0.19912223631963796,2350.025490698807,69.57238841093026,0.238825392,2078,0.2518109720885457,0.13605726660250225,0.009923002887391723,0.8540202117420607,2513.2599822425423,114.85046564003828
2017-04-26,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-27,0.22159039575485293,2762.2478747442897,118.93424296861076,0.22082267809572506,2814,0.2353159914712147,0.11202096659559103,0.023461620469083445,0.8645184790333841,2128.78144680171,125.04577263681335
2017-04-28,0.1662444434890001,5654.867555299705,85.02879206427565,0.1805155548006852,1410,0.14707787234042566,0.08742695035460991,0.018202836879432582,0.8943709219858135,1191.0990748936165,76.27033070921989
2017-04-29,0.1841484170305316,418.6322973155738,65.61003274483728,0.15013385419820385,1467,0.1697124062713018,0.10090865712338093,0.028524199045671463,0.8705671438309474,475.00595187457395,66.90580613496938
2017-04-30,0.13238912814235845,1730.9967796168967,147.0899642277775,0.24439057325785174,2039,0.2235159391858776,0.11465718489455665,0.012817557626287406,0.8725252574791614,3075.477773467385,440.21895360471
2017-05-01,0.13150198284409798,2959.333202615313,47.45514013465954,0.2584459762793775,2027,0.170712037493833,0.0945727676369018,0.013180069067587577,0.8922466699555982,2640.1430468179583,89.70613246176596
2017-05-02,0.2277167457585017,2225.872898575637,1842.47602117499,0.2304382089134536,7947,0.055578520196300635,0.03459519315464977,0.008087831886246368,0.9573171007927512,1627.0204988549165,24.675913652950786
2017-05-03,0.21273490874084725,8865.866616190375,188.50915645188357,0.21319067846691128,3304,0.1467627723970947,0.06943280871670772,0.011634382566585943,0.9189331113801448,8150.981348668282,13.22507124697335
2017-05-04,0.14978912328246735,5392.983269670884,48.655134717285755,0.1715173563410506,2235,0.1507062192393734,0.07224832214765091,0.009390156599552571,0.9183592841163276,3341.0025012080555,24.234486219239315
2017-05-05,0.1248795616091571,2529.069267449921,12.539522821837814,0.14527953424817588,1880,0.12507835106382972,0.07080691489361708,0.014672872340425532,0.9145196808510644,2131.437728563832,-1.4907727659574457
2017-05-06,0.19380987936872027,1063.9122277124125,171.04982412584306,0.18284973667940346,1691,0.2829599053814287,0.10981076286221243,0.00918982850384388,0.8810000000000038,674.0632079243045,273.5866713778828
2017-05-07,0.21327699907100314,1914.1034841512733,424.1584000665045,0.15900348468461656,9009,0.2317708180708267,0.08733322233321836,0.0077375957375957205,0.9049295149294988,1624.8743919413935,607.3611464424638
2017-05-08,0.22107987790078135,3658.8918256145894,646.5345190675799,0.16205042917642334,3368,0.3691605997624814,0.12839370546317885,0.01032779097387175,0.8612793942992595,3743.952135896681,1327.751611045146
2017-05-09,0.214900937057375,838.011834727168,366.95237223114714,0.15184626682719338,4266,0.12466748710736104,0.05064369432723802,0.004704641350210967,0.9446516643225432,188.2526805203941,206.50713546647899
